"study","varname","dataset","concept","description","description_long","boost"
"soep-long","jl1407","jugendl","","The variable is available for 2 years, ranging from 2013 to 2014.","#### 2013
* SOEPcore: {{/soep-core/data/bdjugend/bdj7604}}

#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej7604}}
",0.12
"soep-long","jl1408","jugendl","","The variable is available for 2 years, ranging from 2013 to 2014.","#### 2013
* SOEPcore: {{/soep-core/data/bdjugend/bdj7605}}

#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej7605}}
",0.12
"soep-long","jl1409","jugendl","","The variable is available for 2 years, ranging from 2013 to 2014.","#### 2013
* SOEPcore: {{/soep-core/data/bdjugend/bdj7606}}

#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej7606}}
",0.12
"soep-long","jl1410","jugendl","","The variable is available for 2 years, ranging from 2013 to 2014.","#### 2013
* SOEPcore: {{/soep-core/data/bdjugend/bdj7607}}

#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej7607}}
",0.12
"soep-long","jl1411","jugendl","","The variable is available for 2 years, ranging from 2013 to 2014.","#### 2013
* SOEPcore: {{/soep-core/data/bdjugend/bdj7608}}

#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej7608}}
",0.12
"soep-long","jl1412","jugendl","","The variable is available for 2 years, ranging from 2013 to 2014.","#### 2013
* SOEPcore: {{/soep-core/data/bdjugend/bdj7609}}

#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej7609}}
",0.12
"soep-long","jl1413","jugendl","","The variable is available for 2 years, ranging from 2013 to 2014.","#### 2013
* SOEPcore: {{/soep-core/data/bdjugend/bdj7610}}

#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej7610}}
",0.12
"soep-long","jl1414","jugendl","","The variable is available for 2 years, ranging from 2013 to 2014.","#### 2013
* SOEPcore: {{/soep-core/data/bdjugend/bdj7611}}

#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej7611}}
",0.12
"soep-long","jl1415","jugendl","","The variable is available for 2 years, ranging from 2013 to 2014.","#### 2013
* SOEPcore: {{/soep-core/data/bdjugend/bdj7612}}

#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej7612}}
",0.12
"soep-long","jl1416","jugendl","","The variable is available for 2 years, ranging from 2013 to 2014.","#### 2013
* SOEPcore: {{/soep-core/data/bdjugend/bdj7613}}

#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej7613}}
",0.12
"soep-long","jl1417","jugendl","","The variable is available for 2 years, ranging from 2013 to 2014.","#### 2013
* SOEPcore: {{/soep-core/data/bdjugend/bdj7614}}

#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej7614}}
",0.12
"soep-long","jl1418","jugendl","","The variable is available for 2 years, ranging from 2013 to 2014.","#### 2013
* SOEPcore: {{/soep-core/data/bdjugend/bdj7615}}

#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej7615}}
",0.12
"soep-long","jl1419","jugendl","","The variable is available for 2 years, ranging from 2013 to 2014.","#### 2013
* SOEPcore: {{/soep-core/data/bdjugend/bdj7616}}

#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej7616}}
",0.12
"soep-long","jl1420","jugendl","","The variable is available for 2 years, ranging from 2013 to 2014.","#### 2013
* SOEPcore: {{/soep-core/data/bdjugend/bdj7617}}

#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej7617}}
",0.12
"soep-long","jl1421","jugendl","","The variable is available for 2 years, ranging from 2013 to 2014.","#### 2013
* SOEPcore: {{/soep-core/data/bdjugend/bdj7618}}

#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej7618}}
",0.12
"soep-long","jl1422","jugendl","","The variable is available for 2 years, ranging from 2013 to 2014.","#### 2013
* SOEPcore: {{/soep-core/data/bdjugend/bdj7619}}

#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej7619}}
",0.12
"soep-long","jl1423","jugendl","","The variable is available for 2 years, ranging from 2013 to 2014.","#### 2013
* SOEPcore: {{/soep-core/data/bdjugend/bdj7620}}

#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej7620}}
",0.12
"soep-long","jl1424","jugendl","","The variable is available for 2 years, ranging from 2013 to 2014.","#### 2013
* SOEPcore: {{/soep-core/data/bdjugend/bdj7621}}

#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej7621}}
",0.12
"soep-long","jl1425","jugendl","","The variable is available for 2 years, ranging from 2013 to 2014.","#### 2013
* SOEPcore: {{/soep-core/data/bdjugend/bdj7622}}

#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej7622}}
",0.12
"soep-long","jl1426","jugendl","","The variable is available for 2 years, ranging from 2013 to 2014.","#### 2013
* SOEPcore: {{/soep-core/data/bdjugend/bdj7623}}

#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej7623}}
",0.12
"soep-long","jl1427","jugendl","","The variable is available for 2 years, ranging from 2013 to 2014.","#### 2013
* SOEPcore: {{/soep-core/data/bdjugend/bdj7624}}

#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej7624}}
",0.12
"soep-long","jl1428","jugendl","","The variable is available for 2 years, ranging from 2013 to 2014.","#### 2013
* SOEPcore: {{/soep-core/data/bdjugend/bdj7625}}

#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej7625}}
",0.12
"soep-long","jl1429","jugendl","","The variable is available for 2 years, ranging from 2013 to 2014.","#### 2013
* SOEPcore: {{/soep-core/data/bdjugend/bdj7626}}

#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej7626}}
",0.12
"soep-long","jl1430","jugendl","","The variable is available for 2 years, ranging from 2013 to 2014.","#### 2013
* SOEPcore: {{/soep-core/data/bdjugend/bdj7627}}

#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej7627}}
",0.12
"soep-long","jl1431","jugendl","","The variable is available for 2 years, ranging from 2013 to 2014.","#### 2013
* SOEPcore: {{/soep-core/data/bdjugend/bdj7628}}

#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej7628}}
",0.12
"soep-long","jl1432","jugendl","","The variable is available for 2 years, ranging from 2013 to 2014.","#### 2013
* SOEPcore: {{/soep-core/data/bdjugend/bdj7629}}

#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej7629}}
",0.12
"soep-long","jl1433","jugendl","","The variable is available for 2 years, ranging from 2013 to 2014.","#### 2013
* SOEPcore: {{/soep-core/data/bdjugend/bdj7630}}

#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej7630}}
",0.12
"soep-long","jl1434","jugendl","","The variable is available for 2 years, ranging from 2013 to 2014.","#### 2013
* SOEPcore: {{/soep-core/data/bdjugend/bdj7631}}

#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej7631}}
",0.12
"soep-long","jl1435","jugendl","","The variable is available for 2 years, ranging from 2013 to 2014.","#### 2013
* SOEPcore: {{/soep-core/data/bdjugend/bdj7632}}

#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej7632}}
",0.12
"soep-long","jl1436","jugendl","","The variable is available for 2 years, ranging from 2013 to 2014.","#### 2013
* SOEPcore: {{/soep-core/data/bdjugend/bdj7633}}

#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej7633}}
",0.12
"soep-long","jl1437","jugendl","","The variable is available for 2 years, ranging from 2013 to 2014.","#### 2013
* SOEPcore: {{/soep-core/data/bdjugend/bdj7634}}

#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej7634}}
",0.12
"soep-long","jl1438","jugendl","","The variable is available for 2 years, ranging from 2013 to 2014.","#### 2013
* SOEPcore: {{/soep-core/data/bdjugend/bdj7635}}

#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej7635}}
",0.12
"soep-long","jl1439","jugendl","","The variable is available for 2 years, ranging from 2013 to 2014.","#### 2013
* SOEPcore: {{/soep-core/data/bdjugend/bdj7636}}

#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej7636}}
",0.12
"soep-long","jl1440","jugendl","","The variable is available for 2 years, ranging from 2013 to 2014.","#### 2013
* SOEPcore: {{/soep-core/data/bdjugend/bdj7637}}

#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej7637}}
",0.12
"soep-long","jl1441","jugendl","","The variable is available for 2 years, ranging from 2013 to 2014.","#### 2013
* SOEPcore: {{/soep-core/data/bdjugend/bdj7638}}

#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej7638}}
",0.12
"soep-long","jl1442","jugendl","","The variable is available for 2 years, ranging from 2013 to 2014.","#### 2013
* SOEPcore: {{/soep-core/data/bdjugend/bdj7639}}

#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej7639}}
",0.12
"soep-long","jl1443","jugendl","","The variable is available for 2 years, ranging from 2013 to 2014.","#### 2013
* SOEPcore: {{/soep-core/data/bdjugend/bdj7640}}

#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej7640}}
",0.12
"soep-long","jl1444","jugendl","","The variable is available for 2 years, ranging from 2013 to 2014.","#### 2013
* SOEPcore: {{/soep-core/data/bdjugend/bdj7641}}

#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej7641}}
",0.12
"soep-long","jl1445","jugendl","","The variable is available for 2 years, ranging from 2013 to 2014.","#### 2013
* SOEPcore: {{/soep-core/data/bdjugend/bdj7642}}

#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej7642}}
",0.12
"soep-long","jl1446","jugendl","","The variable is available for 2 years, ranging from 2013 to 2014.","#### 2013
* SOEPcore: {{/soep-core/data/bdjugend/bdj7643}}

#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej7643}}
",0.12
"soep-long","jl1447","jugendl","","The variable is available for 2 years, ranging from 2013 to 2014.","#### 2013
* SOEPcore: {{/soep-core/data/bdjugend/bdj7644}}

#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej7644}}
",0.12
"soep-long","jl1448","jugendl","","The variable is available for 2 years, ranging from 2013 to 2014.","#### 2013
* SOEPcore: {{/soep-core/data/bdjugend/bdj7645}}

#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej7645}}
",0.12
"soep-long","jl1449","jugendl","","The variable is available for 2 years, ranging from 2013 to 2014.","#### 2013
* SOEPcore: {{/soep-core/data/bdjugend/bdj7646}}

#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej7646}}
",0.12
"soep-long","jl1450","jugendl","","The variable is available for 2 years, ranging from 2013 to 2014.","#### 2013
* SOEPcore: {{/soep-core/data/bdjugend/bdj7647}}

#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej7647}}
",0.12
"soep-long","jl1451","jugendl","","The variable is available for 2 years, ranging from 2013 to 2014.","#### 2013
* SOEPcore: {{/soep-core/data/bdjugend/bdj7648}}

#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej7648}}
",0.12
"soep-long","jl1452","jugendl","","The variable is available for 2 years, ranging from 2013 to 2014.","#### 2013
* SOEPcore: {{/soep-core/data/bdjugend/bdj7649}}

#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej7649}}
",0.12
"soep-long","jl1453","jugendl","","The variable is available for 2 years, ranging from 2013 to 2014.","#### 2013
* SOEPcore: {{/soep-core/data/bdjugend/bdj7650}}

#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej7650}}
",0.12
"soep-long","jl1454","jugendl","","This variable is only available for the year 2014.","#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej2602}}
",0.06
"soep-long","jl1455","jugendl","","This variable is only available for the year 2014.","#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej3202}}
",0.06
"soep-long","jl1456","jugendl","","This variable is only available for the year 2014.","#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej3203}}
",0.06
"soep-long","jl1457","jugendl","","This variable is only available for the year 2014.","#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej4711}}
",0.06
"soep-long","jl1458","jugendl","","This variable is available for all years.","#### 2000
* Var with original data within SOEPlong: 
* SOEPcore: 

#### 2001
* Var with original data within SOEPlong: 
* SOEPcore: 

#### 2002
* Var with original data within SOEPlong: 
* SOEPcore: 

#### 2003
* Var with original data within SOEPlong: 
* SOEPcore: 

#### 2004
* Var with original data within SOEPlong: 
* SOEPcore: 

#### 2005
* Var with original data within SOEPlong: 
* SOEPcore: 

#### 2006
* Var with original data within SOEPlong: 
* SOEPcore: 

#### 2007
* Var with original data within SOEPlong: 
* SOEPcore: 

#### 2008
* Var with original data within SOEPlong: 
* SOEPcore: 

#### 2009
* Var with original data within SOEPlong: 
* SOEPcore: 

#### 2010
* Var with original data within SOEPlong: 
* SOEPcore: 

#### 2011
* Var with original data within SOEPlong: 
* SOEPcore: 

#### 2012
* Var with original data within SOEPlong: 
* SOEPcore: 

#### 2013
* Var with original data within SOEPlong: 
* SOEPcore: 

#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej4712}}

#### 2015
* Var with original data within SOEPlong: 
* SOEPcore: 

#### 2016
* Var with original data within SOEPlong: 
* SOEPcore: 
",1
"soep-long","jl1459","jugendl","","This variable is only available for the year 2014.","#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej6601}}
",0.06
"soep-long","jl1460","jugendl","","This variable is only available for the year 2014.","#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej6602}}
",0.06
"soep-long","jl1461","jugendl","","This variable is only available for the year 2014.","#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej6603}}
",0.06
"soep-long","jl1462","jugendl","","This variable is only available for the year 2014.","#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej73}}
",0.06
"soep-long","jl1463","jugendl","","This variable is only available for the year 2014.","#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej_102}}
",0.06
"soep-long","jl1464","jugendl","","This variable is only available for the year 2014.","#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej_15a}}
",0.06
"soep-long","jl1465","jugendl","","This variable is only available for the year 2014.","#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej_27a}}
",0.06
"soep-long","jl1466","jugendl","","This variable is only available for the year 2014.","#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej_31a}}
",0.06
"soep-long","jl1467","jugendl","","This variable is only available for the year 2014.","#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej_31b}}
",0.06
"soep-long","jl1468","jugendl","","This variable is available for all years.","#### 2000
* Var with original data within SOEPlong: 
* SOEPcore: 

#### 2001
* Var with original data within SOEPlong: 
* SOEPcore: 

#### 2002
* Var with original data within SOEPlong: 
* SOEPcore: 

#### 2003
* Var with original data within SOEPlong: 
* SOEPcore: 

#### 2004
* Var with original data within SOEPlong: 
* SOEPcore: 

#### 2005
* Var with original data within SOEPlong: 
* SOEPcore: 

#### 2006
* Var with original data within SOEPlong: 
* SOEPcore: 

#### 2007
* Var with original data within SOEPlong: 
* SOEPcore: 

#### 2008
* Var with original data within SOEPlong: 
* SOEPcore: 

#### 2009
* Var with original data within SOEPlong: 
* SOEPcore: 

#### 2010
* Var with original data within SOEPlong: 
* SOEPcore: 

#### 2011
* Var with original data within SOEPlong: 
* SOEPcore: 

#### 2012
* Var with original data within SOEPlong: 
* SOEPcore: 

#### 2013
* Var with original data within SOEPlong: 
* SOEPcore: 

#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej_35}}

#### 2015
* Var with original data within SOEPlong: 
* SOEPcore: 

#### 2016
* Var with original data within SOEPlong: 
* SOEPcore: 
",1
"soep-long","jl1469","jugendl","","This variable is only available for the year 2014.","#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej_49a}}
",0.06
"soep-long","jl1470","jugendl","","This variable is only available for the year 2014.","#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej_62a}}
",0.06
"soep-long","jl1471","jugendl","","This variable is only available for the year 2014.","#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej_81a01}}
",0.06
"soep-long","jl1472","jugendl","","This variable is available for all years.","#### 2000
* Var with original data within SOEPlong: 
* SOEPcore: 

#### 2001
* Var with original data within SOEPlong: 
* SOEPcore: 

#### 2002
* Var with original data within SOEPlong: 
* SOEPcore: 

#### 2003
* Var with original data within SOEPlong: 
* SOEPcore: 

#### 2004
* Var with original data within SOEPlong: 
* SOEPcore: 

#### 2005
* Var with original data within SOEPlong: 
* SOEPcore: 

#### 2006
* Var with original data within SOEPlong: 
* SOEPcore: 

#### 2007
* Var with original data within SOEPlong: 
* SOEPcore: 

#### 2008
* Var with original data within SOEPlong: 
* SOEPcore: 

#### 2009
* Var with original data within SOEPlong: 
* SOEPcore: 

#### 2010
* Var with original data within SOEPlong: 
* SOEPcore: 

#### 2011
* Var with original data within SOEPlong: 
* SOEPcore: 

#### 2012
* Var with original data within SOEPlong: 
* SOEPcore: 

#### 2013
* Var with original data within SOEPlong: 
* SOEPcore: 

#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej_81a02}}

#### 2015
* Var with original data within SOEPlong: 
* SOEPcore: 

#### 2016
* Var with original data within SOEPlong: 
* SOEPcore: 
",1
"soep-long","jl1473","jugendl","","This variable is only available for the year 2014.","#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej_8201}}
",0.06
"soep-long","jl1474","jugendl","","This variable is only available for the year 2014.","#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej_8202}}
",0.06
"soep-long","jl1475","jugendl","","This variable is only available for the year 2014.","#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej_8203}}
",0.06
"soep-long","jl1476","jugendl","","This variable is only available for the year 2014.","#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej_8204}}
",0.06
"soep-long","jl1477","jugendl","","This variable is only available for the year 2014.","#### 2014
* SOEPcore: {{/soep-core/data/bejugend/bej_83a01}}
",0.06
"soep-long","jl1478","jugendl","","This variable is only available for the year 2014.","#### 2014
